gene	role	n_measurements	wu2025_dp_overlap
ASUN	sensitizer	1	NO
ASXL2	sensitizer	1	NO
ASXL3	sensitizer	1	NO
ATAD2B	sensitizer	1	NO
ATF3	sensitizer	1	NO
ATF6B	sensitizer	1	NO
ATG101	sensitizer	1	NO
ATG4B	sensitizer	1	NO
ATIC	sensitizer	1	NO
ATL2	sensitizer	1	NO
ATMIN	sensitizer	1	NO
ATP1A1	sensitizer	1	NO
ATP2A2	sensitizer	1	NO
ATP2B1	sensitizer	1	NO
ATP2C1	sensitizer	1	NO
ATP5A1	sensitizer	1	NO
ATP5B	sensitizer	1	NO
ATP5D	sensitizer	1	NO
ATP5F1	sensitizer	1	NO
ATP5H	sensitizer	1	NO
ATP5J2	sensitizer	1	NO
ATP5S	sensitizer	1	NO
ATP5SL	sensitizer	1	NO
ATP6AP1	sensitizer	1	NO
ATP6AP2	sensitizer	1	NO
ATP6V0B	sensitizer	1	NO
ATP6V1G1	sensitizer	1	NO
ATP6V1H	sensitizer	1	NO
ATP7A	sensitizer	1	NO
ATPAF2	sensitizer	1	NO
ATR	sensitizer	1	NO
ATXN2L	sensitizer	1	NO
AURKB	sensitizer	1	NO
AVEN	sensitizer	1	NO
AZIN1	sensitizer	1	NO
B3GALT6	sensitizer	1	NO
B3GAT1	sensitizer	1	NO
B3GAT3	sensitizer	1	NO
B3GNT2	sensitizer	1	NO
B4GALT7	sensitizer	1	NO
BABAM1	sensitizer	1	NO
BAHD1	sensitizer	1	NO
BANP	sensitizer	1	NO
BATF2	sensitizer	1	NO
BAZ2A	sensitizer	1	NO
BAZ2B	sensitizer	1	NO
BCAP31	sensitizer	1	NO
BCCIP	sensitizer	1	NO
BCL2	sensitizer	1	NO
BCL2A1	sensitizer	1	NO
BCO2	sensitizer	1	NO
BCS1L	sensitizer	1	NO
BGLAP	sensitizer	1	NO
BIRC3	sensitizer	1	NO
BIRC5	sensitizer	1	NO
BLOC1S1	sensitizer	1	NO
BMP3	sensitizer	1	NO
BMP5	sensitizer	1	NO
BMX	sensitizer	1	NO
BNC2	sensitizer	1	NO
BNIP3	sensitizer	1	NO
BOD1L1	sensitizer	1	NO
BOLA3	sensitizer	1	NO
BOLL	sensitizer	1	NO
BORA	sensitizer	1	NO
BPHL	sensitizer	1	NO
BPIFB3	sensitizer	1	NO
BPIFB6	sensitizer	1	NO
BPNT1	sensitizer	1	NO
BRAF	sensitizer	1	NO
BRINP2	sensitizer	1	NO
BSG	sensitizer	1	NO
BTBD6	sensitizer	1	NO
BTC	sensitizer	1	NO
BTNL10	sensitizer	1	NO
BUD31	sensitizer	1	NO
C10orf2	sensitizer	1	NO
C10orf76	sensitizer	1	NO
C12orf29	sensitizer	1	NO
C12orf45	sensitizer	1	NO
C12orf49	sensitizer	1	NO
C12orf5	sensitizer	1	NO
C12orf74	sensitizer	1	NO
C14orf166	sensitizer	1	NO
C15orf41	sensitizer	1	NO
C16orf70	sensitizer	1	NO
C16orf86	sensitizer	1	NO
C16orf90	sensitizer	1	NO
C16orf93	sensitizer	1	NO
C17orf102	sensitizer	1	NO
C17orf62	sensitizer	1	NO
C17orf70	sensitizer	1	NO
C17orf80	sensitizer	1	NO
C17orf89	sensitizer	1	NO
C18orf8	sensitizer	1	NO
C19orf52	sensitizer	1	NO
C1QB	sensitizer	1	NO
C1QBP	sensitizer	1	NO
C1QL4	sensitizer	1	NO
C1S	sensitizer	1	NO
C1orf115	sensitizer	1	NO
C1orf146	sensitizer	1	NO
C1orf43	sensitizer	1	NO
C1orf52	sensitizer	1	NO
C1orf64	sensitizer	1	NO
C1orf87	sensitizer	1	NO
C20orf78	sensitizer	1	NO
C20orf96	sensitizer	1	NO
C22orf28	sensitizer	1	NO
C2CD5	sensitizer	1	NO
C2orf15	sensitizer	1	NO
C2orf76	sensitizer	1	NO
C2orf88	sensitizer	1	NO
C3	sensitizer	1	NO
C3AR1	sensitizer	1	NO
C5AR1	sensitizer	1	NO
C5orf55	sensitizer	1	NO
C7orf26	sensitizer	1	NO
C7orf71	sensitizer	1	NO
C7orf76	sensitizer	1	NO
C8orf22	sensitizer	1	NO
C8orf33	sensitizer	1	NO
C8orf76	sensitizer	1	NO
C8orf86	sensitizer	1	NO
C9orf114	sensitizer	1	NO
C9orf40	sensitizer	1	NO
C9orf50	sensitizer	1	NO
C9orf78	sensitizer	1	NO
CA7	sensitizer	1	NO
CAB39L	sensitizer	1	NO
CABIN1	sensitizer	1	NO
CACHD1	sensitizer	1	NO
CALHM1	sensitizer	1	NO
CALM1	sensitizer	1	NO
CAMLG	sensitizer	1	NO
CAMSAP3	sensitizer	1	NO
CANT1	sensitizer	1	NO
CAPNS2	sensitizer	1	NO
CARD10	sensitizer	1	NO
CARHSP1	sensitizer	1	NO
CASP1	sensitizer	1	NO
CASP4	sensitizer	1	NO
CATSPERG	sensitizer	1	NO
CBFA2T2	sensitizer	1	NO
CBL	sensitizer	1	NO
CBLB	sensitizer	1	NO
CBLL1	sensitizer	1	NO
CBX4	sensitizer	1	NO
CCDC109B	sensitizer	1	NO
CCDC137	sensitizer	1	NO
CCDC155	sensitizer	1	NO
CCDC47	sensitizer	1	NO
CCDC51	sensitizer	1	NO
CCDC6	sensitizer	1	NO
CCDC66	sensitizer	1	NO
CCDC71L	sensitizer	1	NO
CCKBR	sensitizer	1	NO
CCL21	sensitizer	1	NO
CCL22	sensitizer	1	NO
CCNB1IP1	sensitizer	1	NO
CCND3	sensitizer	1	NO
CCNK	sensitizer	1	NO
CCNL1	sensitizer	1	NO
CCNT2	sensitizer	1	NO
CCPG1	sensitizer	1	NO
CCR2	sensitizer	1	NO
CCR5	sensitizer	1	NO
CCR8	sensitizer	1	NO
CCSER2	sensitizer	1	NO
CCT7	sensitizer	1	NO
CD14	sensitizer	1	NO
CD151	sensitizer	1	NO
CD163L1	sensitizer	1	NO
CD164L2	sensitizer	1	NO
CD200R1L	sensitizer	1	NO
CD2BP2	sensitizer	1	NO
CD300A	sensitizer	1	NO
CD300C	sensitizer	1	NO
CD300LF	sensitizer	1	NO
CD3G	sensitizer	1	NO
CD4	sensitizer	1	NO
CD72	sensitizer	1	NO
CDC14A	sensitizer	1	NO
CDC16	sensitizer	1	NO
CDC20	sensitizer	1	NO
CDC25A	sensitizer	1	NO
CDC42BPA	sensitizer	1	NO
CDC42BPB	sensitizer	1	NO
CDC5L	sensitizer	1	NO
CDC7	sensitizer	1	NO
CDCA7	sensitizer	1	NO
CDH18	sensitizer	1	NO
CDH3	sensitizer	1	NO
CDIPT	sensitizer	1	NO
CDK1	sensitizer	1	NO
CDK12	sensitizer	1	NO
CDK19	sensitizer	1	NO
CDK2AP2	sensitizer	1	NO
CDK5	sensitizer	1	NO
CDK6	sensitizer	1	NO
CDK7	sensitizer	1	NO
CDK8	sensitizer	1	NO
CDK9	sensitizer	1	NO
CDKN1A	sensitizer	1	NO
CDKN2A	sensitizer	1	NO
CDKN2B	sensitizer	1	NO
CEBPE	sensitizer	1	NO
CELA2B	sensitizer	1	NO
CELF2	sensitizer	1	NO
CENPC	sensitizer	1	NO
CENPL	sensitizer	1	NO
CENPO	sensitizer	1	NO
CENPT	sensitizer	1	NO
CEP41	sensitizer	1	NO
CEPT1	sensitizer	1	NO
CERS2	sensitizer	1	NO
CGREF1	sensitizer	1	NO
CHAF1A	sensitizer	1	NO
CHAMP1	sensitizer	1	NO
CHCHD1	sensitizer	1	NO
CHCHD10	sensitizer	1	NO
CHCHD2	sensitizer	1	NO
CHD2	sensitizer	1	NO
CHD6	sensitizer	1	NO
CHFR	sensitizer	1	NO
CHID1	sensitizer	1	NO
CHKA	sensitizer	1	NO
CHRAC1	sensitizer	1	NO
CHRNA10	sensitizer	1	NO
CHRNA9	sensitizer	1	NO
CHST13	sensitizer	1	NO
CHTF18	sensitizer	1	NO
CHTOP	sensitizer	1	NO
CIART	sensitizer	1	NO
CIB2	sensitizer	1	NO
CIDEB	sensitizer	1	NO
CIDEC	sensitizer	1	NO
CIITA	sensitizer	1	NO
CINP	sensitizer	1	NO
CIR1	sensitizer	1	NO
CIRH1A	sensitizer	1	NO
CKAP5	sensitizer	1	NO
CKB	sensitizer	1	NO
CLDN14	sensitizer	1	NO
CLDN17	sensitizer	1	NO
CLDN3	sensitizer	1	NO
CLDN8	sensitizer	1	NO
CLEC16A	sensitizer	1	NO
CLEC2D	sensitizer	1	NO
CLEC2L	sensitizer	1	NO
CLEC4A	sensitizer	1	NO
CLIP3	sensitizer	1	NO
CLNS1A	sensitizer	1	NO
CLOCK	sensitizer	1	NO
CLSPN	sensitizer	1	NO
CLTA	sensitizer	1	NO
CLTC	sensitizer	1	NO
CLUH	sensitizer	1	NO
CMC1	sensitizer	1	NO
CMIP	sensitizer	1	NO
CMPK1	sensitizer	1	NO
CNBD1	sensitizer	1	NO
CNBD2	sensitizer	1	NO
CNOT11	sensitizer	1	NO
CNOT6	sensitizer	1	NO
CNOT7	sensitizer	1	NO
COA3	sensitizer	1	NO
COA5	sensitizer	1	NO
COASY	sensitizer	1	NO
COG1	sensitizer	1	NO
COG3	sensitizer	1	NO
COG6	sensitizer	1	NO
COG8	sensitizer	1	NO
COL10A1	sensitizer	1	NO
COL20A1	sensitizer	1	NO
COL25A1	sensitizer	1	NO
COL4A3	sensitizer	1	NO
COL5A1	sensitizer	1	NO
COMMD10	sensitizer	1	NO
COMMD3	sensitizer	1	NO
COMTD1	sensitizer	1	NO
COPA	sensitizer	1	NO
COPG1	sensitizer	1	NO
COPS2	sensitizer	1	NO
COPS3	sensitizer	1	NO
COPS7A	sensitizer	1	NO
COPS8	sensitizer	1	NO
COQ4	sensitizer	1	NO
COQ5	sensitizer	1	NO
COQ6	sensitizer	1	NO
CORO1A	sensitizer	1	NO
CORO2B	sensitizer	1	NO
COX11	sensitizer	1	NO
COX5A	sensitizer	1	NO
COX8A	sensitizer	1	NO
CPLX3	sensitizer	1	NO
CPN2	sensitizer	1	NO
CPSF3	sensitizer	1	NO
CPSF4	sensitizer	1	NO
CRB3	sensitizer	1	NO
CRCP	sensitizer	1	NO
CREG2	sensitizer	1	NO
CREM	sensitizer	1	NO
CRLF3	sensitizer	1	NO
CROCC	sensitizer	1	NO
CRYGC	sensitizer	1	NO
CSF1	sensitizer	1	NO
CSF1R	sensitizer	1	NO
CSF2RB	sensitizer	1	NO
CSMD1	sensitizer	1	NO
CSMD2	sensitizer	1	NO
CSNK1A1	sensitizer	1	NO
CSNK2B	sensitizer	1	NO
CST2	sensitizer	1	NO
CST4	sensitizer	1	NO
CSTF1	sensitizer	1	NO
CTAGE4	sensitizer	1	NO
CTAGE5	sensitizer	1	NO
CTBP1	sensitizer	1	NO
CTNNA1	sensitizer	1	NO
CTSA	sensitizer	1	NO
CTSD	sensitizer	1	NO
CTU2	sensitizer	1	NO
CUL1	sensitizer	1	NO
CWF19L1	sensitizer	1	NO
CXCR4	sensitizer	1	NO
CXCR6	sensitizer	1	NO
CXorf57	sensitizer	1	NO
CYB5D2	sensitizer	1	NO
CYB5R2	sensitizer	1	NO
CYB5RL	sensitizer	1	NO
CYLD	sensitizer	1	NO
CYP4F2	sensitizer	1	NO
CYP51A1	sensitizer	1	NO
DAAM2	sensitizer	1	NO
DAB2IP	sensitizer	1	NO
DAGLB	sensitizer	1	NO
DAP3	sensitizer	1	NO
DAPP1	sensitizer	1	NO
DARS2	sensitizer	1	NO
DBP	sensitizer	1	NO
DBR1	sensitizer	1	NO
DBX2	sensitizer	1	NO
DCN	sensitizer	1	NO
DCP2	sensitizer	1	NO
DCPS	sensitizer	1	NO
DCTN2	sensitizer	1	NO
DCTN5	sensitizer	1	NO
DCUN1D5	sensitizer	1	NO
DDHD2	sensitizer	1	NO
DDIT4L	sensitizer	1	NO
DDOST	sensitizer	1	NO
DDX1	sensitizer	1	NO
DDX17	sensitizer	1	NO
DDX18	sensitizer	1	NO
DDX19A	sensitizer	1	NO
DDX20	sensitizer	1	NO
DDX28	sensitizer	1	NO
DDX39A	sensitizer	1	NO
DDX41	sensitizer	1	NO
DDX43	sensitizer	1	NO
DDX49	sensitizer	1	NO
DDX5	sensitizer	1	NO
DDX51	sensitizer	1	NO
DDX55	sensitizer	1	NO
DDX6	sensitizer	1	NO
DEFB127	sensitizer	1	NO
DEK	sensitizer	1	NO
DET1	sensitizer	1	NO
DHDH	sensitizer	1	NO
DHFR	sensitizer	1	NO
DHODH	sensitizer	1	NO
DHRS11	sensitizer	1	NO
DHX15	sensitizer	1	NO
DHX30	sensitizer	1	NO
DHX33	sensitizer	1	NO
DHX34	sensitizer	1	NO
DHX35	sensitizer	1	NO
DIS3L	sensitizer	1	NO
DIS3L2	sensitizer	1	NO
DKK2	sensitizer	1	NO
DKK3	sensitizer	1	NO
DLAT	sensitizer	1	NO
DLST	sensitizer	1	NO
DMAP1	sensitizer	1	NO
DMTF1	sensitizer	1	NO
DMTN	sensitizer	1	NO
DMXL2	sensitizer	1	NO
DNAJB1	sensitizer	1	NO
DNAJB11	sensitizer	1	NO
DNAJB9	sensitizer	1	NO
DNAJC5	sensitizer	1	NO
DNLZ	sensitizer	1	NO
DNM1L	sensitizer	1	NO
DNM2	sensitizer	1	NO
DNMT1	sensitizer	1	NO
DNPEP	sensitizer	1	NO
DOCK10	sensitizer	1	NO
DOCK3	sensitizer	1	NO
DOHH	sensitizer	1	NO
DOK2	sensitizer	1	NO
DOT1L	sensitizer	1	NO
DPAGT1	sensitizer	1	NO
DPF1	sensitizer	1	NO
DPH1	sensitizer	1	NO
DPH3	sensitizer	1	NO
DPH7	sensitizer	1	NO
DPM2	sensitizer	1	NO
DRAP1	sensitizer	1	NO
DSC3	sensitizer	1	NO
DSEL	sensitizer	1	NO
DSN1	sensitizer	1	NO
DTX3L	sensitizer	1	NO
DUPD1	sensitizer	1	NO
DUSP12	sensitizer	1	NO
DUSP6	sensitizer	1	NO
DUX2	sensitizer	1	NO
DVL3	sensitizer	1	NO
E2F7	sensitizer	1	NO
EARS2	sensitizer	1	NO
EBF4	sensitizer	1	NO
EBNA1BP2	sensitizer	1	NO
ECHDC1	sensitizer	1	NO
ECHS1	sensitizer	1	NO
ECSIT	sensitizer	1	NO
EEFSEC	sensitizer	1	NO
EFHC1	sensitizer	1	NO
EFHD1	sensitizer	1	NO
EFNA1	sensitizer	1	NO
EFNA2	sensitizer	1	NO
EFR3A	sensitizer	1	NO
EHMT1	sensitizer	1	NO
EIF1AD	sensitizer	1	NO
EIF2AK3	sensitizer	1	NO
EIF2AK4	sensitizer	1	NO
EIF2B1	sensitizer	1	NO
EIF2B3	sensitizer	1	NO
EIF2B5	sensitizer	1	NO
EIF3B	sensitizer	1	NO
EIF3K	sensitizer	1	NO
EIF4B	sensitizer	1	NO
EIF4E	sensitizer	1	NO
EIF4G3	sensitizer	1	NO
EIF6	sensitizer	1	NO
ELF2	sensitizer	1	NO
ELL	sensitizer	1	NO
ELOVL5	sensitizer	1	NO
ELP2	sensitizer	1	NO
ELP3	sensitizer	1	NO
EMX2	sensitizer	1	NO
EN1	sensitizer	1	NO
ENG	sensitizer	1	NO
ENHO	sensitizer	1	NO
ENO1	sensitizer	1	NO
ENO2	sensitizer	1	NO
ENPEP	sensitizer	1	NO
ENPP3	sensitizer	1	NO
EP400	sensitizer	1	NO
EPC1	sensitizer	1	NO
EPC2	sensitizer	1	NO
EPCAM	sensitizer	1	NO
EPT1	sensitizer	1	NO
ERAL1	sensitizer	1	NO
ERCC6-PGBD3	sensitizer	1	NO
ERCC6L	sensitizer	1	NO
ERI3	sensitizer	1	NO
ERO1L	sensitizer	1	NO
ERP44	sensitizer	1	NO
ESF1	sensitizer	1	NO
ESRRG	sensitizer	1	NO
ESX1	sensitizer	1	NO
ETNK1	sensitizer	1	NO
ETV5	sensitizer	1	NO
ETV6	sensitizer	1	NO
EVA1A	sensitizer	1	NO
EXOC8	sensitizer	1	NO
EXOSC1	sensitizer	1	NO
EXOSC9	sensitizer	1	NO
EXT1	sensitizer	1	NO
EXT2	sensitizer	1	NO
EXTL3	sensitizer	1	NO
F11R	sensitizer	1	NO
FAHD2B	sensitizer	1	NO
FAM118A	sensitizer	1	NO
FAM153A	sensitizer	1	NO
FAM157A	sensitizer	1	NO
FAM170B	sensitizer	1	NO
FAM189A2	sensitizer	1	NO
FAM20B	sensitizer	1	NO
FAM222A	sensitizer	1	NO
FAM47A	sensitizer	1	NO
FAM84A	sensitizer	1	NO
FAM96B	sensitizer	1	NO
FANCA	sensitizer	1	NO
FANCM	sensitizer	1	NO
FAR1	sensitizer	1	NO
FASN	sensitizer	1	NO
FASTKD2	sensitizer	1	NO
FASTKD5	sensitizer	1	NO
FAT1	sensitizer	1	NO
FAXC	sensitizer	1	NO
FBXL12	sensitizer	1	NO
FBXL5	sensitizer	1	NO
FBXO3	sensitizer	1	NO
FBXO4	sensitizer	1	NO
FBXO40	sensitizer	1	NO
FBXW11	sensitizer	1	NO
FBXW5	sensitizer	1	NO
FBXW7	sensitizer	1	NO
FCHO2	sensitizer	1	NO
FDPS	sensitizer	1	NO
FDXR	sensitizer	1	NO
FEM1C	sensitizer	1	NO
FGF14	sensitizer	1	NO
FGFR1	sensitizer	1	NO
FHOD3	sensitizer	1	NO
FKBP1A	sensitizer	1	NO
FKBP2	sensitizer	1	NO
FKBPL	sensitizer	1	NO
FLCN	sensitizer	1	NO
FLOT2	sensitizer	1	NO
FLVCR1	sensitizer	1	NO
FLVCR2	sensitizer	1	NO
FNBP4	sensitizer	1	NO
FNDC8	sensitizer	1	NO
FOCAD	sensitizer	1	NO
FOXA2	sensitizer	1	NO
FOXB1	sensitizer	1	NO
FOXM1	sensitizer	1	NO
FPGS	sensitizer	1	NO
FRAT2	sensitizer	1	NO
FSCN3	sensitizer	1	NO
FSD1	sensitizer	1	NO
FTO	sensitizer	1	NO
FUK	sensitizer	1	NO
FUOM	sensitizer	1	NO
FUT10	sensitizer	1	NO
FUT6	sensitizer	1	NO
FXYD3	sensitizer	1	NO
G3BP1	sensitizer	1	NO
GABARAP	sensitizer	1	NO
GABBR1	sensitizer	1	NO
GABPB1	sensitizer	1	NO
GABRR1	sensitizer	1	NO
GALK2	sensitizer	1	NO
GALM	sensitizer	1	NO
GALNT1	sensitizer	1	NO
GALNT15	sensitizer	1	NO
GALNT7	sensitizer	1	NO
GANAB	sensitizer	1	NO
GAPDH	sensitizer	1	NO
GART	sensitizer	1	NO
GAS5	sensitizer	1	NO
GATA2	sensitizer	1	NO
GATAD2B	sensitizer	1	NO
GATSL2	sensitizer	1	NO
GBP2	sensitizer	1	NO
GBP4	sensitizer	1	NO
GBX2	sensitizer	1	NO
GCAT	sensitizer	1	NO
GEMIN2	sensitizer	1	NO
GEMIN4	sensitizer	1	NO
GEMIN5	sensitizer	1	NO
GET4	sensitizer	1	NO
GFM1	sensitizer	1	NO
GFM2	sensitizer	1	NO
GGN	sensitizer	1	NO
GGT7	sensitizer	1	NO
GHITM	sensitizer	1	NO
GHR	sensitizer	1	NO
GID8	sensitizer	1	NO
GIGYF2	sensitizer	1	NO
GINS1	sensitizer	1	NO
GINS3	sensitizer	1	NO
GINS4	sensitizer	1	NO
GIT1	sensitizer	1	NO
GJA4	sensitizer	1	NO
GLG1	sensitizer	1	NO
GLMN	sensitizer	1	NO
GLRX5	sensitizer	1	NO
GLTSCR1	sensitizer	1	NO
GLTSCR1L	sensitizer	1	NO
GLYATL3	sensitizer	1	NO
GLYR1	sensitizer	1	NO
GML	sensitizer	1	NO
GNAL	sensitizer	1	NO
GNB2	sensitizer	1	NO
GNB2L1	sensitizer	1	NO
GNG12	sensitizer	1	NO
GNG13	sensitizer	1	NO
GNG5	sensitizer	1	NO
GNGT1	sensitizer	1	NO
GNPAT	sensitizer	1	NO
GOLM1	sensitizer	1	NO
GOLPH3	sensitizer	1	NO
GOT2	sensitizer	1	NO
GPALPP1	sensitizer	1	NO
GPKOW	sensitizer	1	NO
GPN3	sensitizer	1	NO
GPR119	sensitizer	1	NO
GPR153	sensitizer	1	NO
GPR31	sensitizer	1	NO
GPR34	sensitizer	1	NO
GPR68	sensitizer	1	NO
GPR82	sensitizer	1	NO
GPR84	sensitizer	1	NO
GPR87	sensitizer	1	NO
GPRASP2	sensitizer	1	NO
GPS1	sensitizer	1	NO
GPS2	sensitizer	1	NO
GPX1	sensitizer	1	NO
GPX6	sensitizer	1	NO
GRAMD1B	sensitizer	1	NO
GRB2	sensitizer	1	NO
GRHL1	sensitizer	1	NO
GRIK2	sensitizer	1	NO
GRIP1	sensitizer	1	NO
GRK5	sensitizer	1	NO
GRM6	sensitizer	1	NO
GRWD1	sensitizer	1	NO
GSPT1	sensitizer	1	NO
GSTO2	sensitizer	1	NO
GTF2A2	sensitizer	1	NO
GTF2F1	sensitizer	1	NO
GTF2F2	sensitizer	1	NO
GTF2H2	sensitizer	1	NO
GTF2H3	sensitizer	1	NO
GTF2H4	sensitizer	1	NO
GTF2I	sensitizer	1	NO
GTF2IRD1	sensitizer	1	NO
GTPBP8	sensitizer	1	NO
GUCY1A3	sensitizer	1	NO
H1FX	sensitizer	1	NO
H2AFZ	sensitizer	1	NO
HACE1	sensitizer	1	NO
HAGH	sensitizer	1	NO
HAT1	sensitizer	1	NO
HAUS4	sensitizer	1	NO
HAUS6	sensitizer	1	NO
HAVCR2	sensitizer	1	NO
HBZ	sensitizer	1	NO
HCCS	sensitizer	1	NO
HCFC2	sensitizer	1	NO
HDAC10	sensitizer	1	NO
HDAC2	sensitizer	1	NO
HDAC3	sensitizer	1	NO
HDAC5	sensitizer	1	NO
HEATR1	sensitizer	1	NO
HEATR3	sensitizer	1	NO
HEATR6	sensitizer	1	NO
HELLS	sensitizer	1	NO
HEMK1	sensitizer	1	NO
HES1	sensitizer	1	NO
HES7	sensitizer	1	NO
HGD	sensitizer	1	NO
HHATL	sensitizer	1	NO
HIF1A	sensitizer	1	NO
HIGD2A	sensitizer	1	NO
HIPK2	sensitizer	1	NO
HIRIP3	sensitizer	1	NO
HIST1H2AG	sensitizer	1	NO
HIST1H2BB	sensitizer	1	NO
HIST1H2BG	sensitizer	1	NO
HIST1H2BI	sensitizer	1	NO
HIST1H2BJ	sensitizer	1	NO
HIST1H2BK	sensitizer	1	NO
HIST1H2BN	sensitizer	1	NO
HIST1H3C	sensitizer	1	NO
HIST1H4D	sensitizer	1	NO
HIST1H4L	sensitizer	1	NO
HK3	sensitizer	1	NO
HLA-B	sensitizer	1	NO
HLA-C	sensitizer	1	NO
HLA-DMA	sensitizer	1	NO
HLA-G	sensitizer	1	NO
HMGB2	sensitizer	1	NO
HMMR	sensitizer	1	NO
HNRNPAB	sensitizer	1	NO
HNRNPK	sensitizer	1	NO
HNRNPL	sensitizer	1	NO
HOOK1	sensitizer	1	NO
HOXB6	sensitizer	1	NO
HOXD9	sensitizer	1	NO
HRH2	sensitizer	1	NO
HRNR	sensitizer	1	NO
HS2ST1	sensitizer	1	NO
HSD11B1	sensitizer	1	NO
HSD17B12	sensitizer	1	NO
HSD17B4	sensitizer	1	NO
HSPA14	sensitizer	1	NO
HSPA4	sensitizer	1	NO
HSPA8	sensitizer	1	NO
HSPH1	sensitizer	1	NO
HTT	sensitizer	1	NO
HUWE1	sensitizer	1	NO
IBA57	sensitizer	1	NO
ICOSLG	sensitizer	1	NO
IDE	sensitizer	1	NO
IDH2	sensitizer	1	NO
IDH3A	sensitizer	1	NO
IDO2	sensitizer	1	NO
IER5L	sensitizer	1	NO
IFI16	sensitizer	1	NO
IFI27L2	sensitizer	1	NO
IFI30	sensitizer	1	NO
IFNA7	sensitizer	1	NO
IFNAR2	sensitizer	1	NO
IGF2BP2	sensitizer	1	NO
IGSF1	sensitizer	1	NO
IGSF11	sensitizer	1	NO
IKBKAP	sensitizer	1	NO
IL10	sensitizer	1	NO
IL13	sensitizer	1	NO
IL15	sensitizer	1	NO
IL15RA	sensitizer	1	NO
IL17RC	sensitizer	1	NO
IL17RD	sensitizer	1	NO
IL18RAP	sensitizer	1	NO
IL1A	sensitizer	1	NO
IL1R2	sensitizer	1	NO
IL22	sensitizer	1	NO
IL4I1	sensitizer	1	NO
IL6R	sensitizer	1	NO
IMP3	sensitizer	1	NO
IMP4	sensitizer	1	NO
IMPAD1	sensitizer	1	NO
IMPDH2	sensitizer	1	NO
IMPG1	sensitizer	1	NO
IMPG2	sensitizer	1	NO
INA	sensitizer	1	NO
ING1	sensitizer	1	NO
INO80D	sensitizer	1	NO
INTS1	sensitizer	1	NO
INTS2	sensitizer	1	NO
IPO5	sensitizer	1	NO
IPO7	sensitizer	1	NO
IQGAP2	sensitizer	1	NO
IRAK3	sensitizer	1	NO
IREB2	sensitizer	1	NO
IRF5	sensitizer	1	NO
ISCA1	sensitizer	1	NO
ISG15	sensitizer	1	NO
ISG20	sensitizer	1	NO
ISL1	sensitizer	1	NO
ISL2	sensitizer	1	NO
ISLR	sensitizer	1	NO
ISOC1	sensitizer	1	NO
ITCH	sensitizer	1	NO
ITGA1	sensitizer	1	NO
ITGA3	sensitizer	1	NO
ITGA5	sensitizer	1	NO
ITGA9	sensitizer	1	NO
ITGB1	sensitizer	1	NO
ITGB1BP1	sensitizer	1	NO
ITGB1BP2	sensitizer	1	NO
ITLN1	sensitizer	1	NO
ITM2C	sensitizer	1	NO
IWS1	sensitizer	1	NO
JMJD7-PLA2G4B	sensitizer	1	NO
JUND	sensitizer	1	NO
KANSL1	sensitizer	1	NO
KCNF1	sensitizer	1	NO
KCNH6	sensitizer	1	NO
KCNMA1	sensitizer	1	NO
KCNQ2	sensitizer	1	NO
KCTD10	sensitizer	1	NO
KCTD2	sensitizer	1	NO
KDM2A	sensitizer	1	NO
KDM4D	sensitizer	1	NO
KIAA0195	sensitizer	1	NO
KIAA0368	sensitizer	1	NO
KIAA0430	sensitizer	1	NO
KIAA0586	sensitizer	1	NO
KIAA1109	sensitizer	1	NO
KIAA1429	sensitizer	1	NO
KIAA1456	sensitizer	1	NO
KIAA1462	sensitizer	1	NO
KIAA2013	sensitizer	1	NO
KIF14	sensitizer	1	NO
KIF20B	sensitizer	1	NO
KLF10	sensitizer	1	NO
KLF13	sensitizer	1	NO
KLF3	sensitizer	1	NO
KLF6	sensitizer	1	NO
KLHL2	sensitizer	1	NO
KLHL20	sensitizer	1	NO
KLK14	sensitizer	1	NO
KLK9	sensitizer	1	NO
KLRC1	sensitizer	1	NO
KMT2C	sensitizer	1	NO
KMT5B	sensitizer	1	NO
KPTN	sensitizer	1	NO
KRAS	sensitizer	1	NO
KRBA1	sensitizer	1	NO
KRT14	sensitizer	1	NO
KRT17	sensitizer	1	NO
KRT31	sensitizer	1	NO
KRTAP15-1	sensitizer	1	NO
KRTAP20-2	sensitizer	1	NO
KRTAP20-3	sensitizer	1	NO
KRTAP5-6	sensitizer	1	NO
KTI12	sensitizer	1	NO
L3MBTL1	sensitizer	1	NO
L3MBTL3	sensitizer	1	NO
LAGE3	sensitizer	1	NO
LALBA	sensitizer	1	NO
LAMC3	sensitizer	1	NO
LAMTOR1	sensitizer	1	NO
LAMTOR4	sensitizer	1	NO
LARP1	sensitizer	1	NO
LARP1B	sensitizer	1	NO
LARP4	sensitizer	1	NO
LARP7	sensitizer	1	NO
LAS1L	sensitizer	1	NO
LCOR	sensitizer	1	NO
LDHB	sensitizer	1	NO
LDLRAD1	sensitizer	1	NO
LEPROTL1	sensitizer	1	NO
LGALS9B	sensitizer	1	NO
LHFPL3	sensitizer	1	NO
LHFPL4	sensitizer	1	NO
LIFR	sensitizer	1	NO
LILRA5	sensitizer	1	NO
LILRB4	sensitizer	1	NO
LIMS1	sensitizer	1	NO
LIN28B	sensitizer	1	NO
LIN54	sensitizer	1	NO
LIN9	sensitizer	1	NO
LINGO4	sensitizer	1	NO
LIPC	sensitizer	1	NO
